Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.784,128,0.0,0.0,0.0,0.0,0.0
0.784,128,0.015625,0.0046558830194042555,0.00012536701764071707,0.0005423732605281743,3.655146856045325e-05
0.784,128,0.03125,0.009312951070499263,0.0002485326472473094,0.0011038242189036077,7.19091846774936e-05
0.784,128,0.046875,0.013972634644945135,0.0003678337935820424,0.0016872791832156547,0.00011224745859773301
0.784,128,0.0625,0.018638419773852468,0.0004824292276846544,0.002309810512252999,0.00015244650404578
0.784,128,0.078125,0.023316719010804534,0.0005921964194658543,0.003019798770303588,0.00018964499823036378
0.784,128,0.09375,0.028015238968581633,0.0006973809131690985,0.0038090164337207227,0.00023959747702758378
0.784,128,0.109375,0.032741631852174526,0.0007982899692649951,0.004733811395295276,0.00028995158024782965
0.784,128,0.125,0.03750309703464791,0.0008952559728905167,0.0058129117209474905,0.00038946117463630267
0.784,128,0.140625,0.04230675382477913,0.0009886761817597216,0.006938358265379874,0.00043774512945202074
0.784,128,0.15625,0.047160229960137294,0.0010789738619157788,0.00819576001294055,0.000472706641183471
0.784,128,0.171875,0.05207124223067791,0.0011665577604750917,0.009607191085703863,0.000632100754464111
0.784,128,0.1875,0.05704706297209664,0.0012517633316778758,0.011179605390452364,0.0006673030607786017
0.784,128,0.203125,0.06209390092213516,0.001334791863436401,0.013022128637884234,0.0008204991589728589
0.784,128,0.21875,0.06721779996565656,0.0014157556860456592,0.015083987672797458,0.0008701080769109533
0.784,128,0.234375,0.07242417273297742,0.0014947053406922834,0.017360634561862442,0.0009603746167178763
0.784,128,0.25,0.07771779882745553,0.0015716417112204833,0.019718340344796345,0.001054473506851445
0.784,128,0.265625,0.08310455798753916,0.001646565898946298,0.02245011452761228,0.001261524728972945
0.784,128,0.28125,0.08859237383161511,0.0017195530536841341,0.025307771698707043,0.0015042707413808222
0.784,128,0.296875,0.09419265302939096,0.0017908082867416448,0.028321418530940334,0.0016458540571338762
0.784,128,0.3125,0.09991916564731272,0.0018605774662484376,0.03183882750637434,0.0017899679680931258
0.784,128,0.328125,0.10578653438742913,0.0019290590490653782,0.03587441698097368,0.001788478388354963
0.784,128,0.34375,0.1118104438466002,0.0019963992332200846,0.0406584954765706,0.0019186656682848376
0.784,128,0.359375,0.11801066199027098,0.0020627334835712496,0.04563112325562753,0.0021836361774033573
0.784,128,0.375,0.12441186853947186,0.00212823696400826,0.05086080126262766,0.0025169052991388633
0.784,128,0.390625,0.13103883166889707,0.0021930956982472616,0.056541860527681884,0.002979380533164493
0.784,128,0.40625,0.13791362212715477,0.0022574467969602927,0.0629620540036509,0.002930522272750954
0.784,128,0.421875,0.1450553088308089,0.002321371625172313,0.0696640601187977,0.003248693474184076
0.784,128,0.4375,0.15248156606420546,0.0023849341464874294,0.07688003543295543,0.0032273298193065585
0.784,128,0.453125,0.16021164442772806,0.0024482129213702674,0.08554483582558024,0.0038235805609058
0.784,128,0.46875,0.16826795972326852,0.0025112564751140023,0.09434271599125271,0.004410901784865675
0.784,128,0.484375,0.17667653595212224,0.0025740499534338355,0.10334267551784353,0.004144549263538348
0.784,128,0.5,0.1854658579215571,0.0026365382743862727,0.11454576187979695,0.004161512016201929
0.784,128,0.515625,0.19466769461440403,0.0026986392413437714,0.12604864440050598,0.004929979450770005
0.784,128,0.53125,0.20431962906015502,0.00276025168057744,0.13912586685109501,0.004791302992498215
0.784,128,0.546875,0.21446673970540311,0.0028212677414624983,0.15269054696090142,0.004677849744230866
0.784,128,0.5625,0.22516362100993734,0.0028815928416545907,0.1669814644999487,0.004819588750297815
0.784,128,0.578125,0.23647437298932591,0.002941089268131034,0.18356474312839874,0.004957966419561941
0.784,128,0.59375,0.24847328276792308,0.0029994923041084345,0.19921501828904142,0.004539141294757142
0.784,128,0.609375,0.2612457732237964,0.003056422563246832,0.21614823525693969,0.004951113725961028
0.784,128,0.625,0.27489054201328794,0.003111424576480347,0.23386965787107938,0.005495020476427153
0.784,128,0.640625,0.28952249108976186,0.0031640149864098997,0.25473647724328496,0.005783374315633298
0.784,128,0.65625,0.30527229770986225,0.0032136982375495634,0.2760476152558242,0.005998926548591822
0.784,128,0.671875,0.32228528160640046,0.003259885571416797,0.29881370170206356,0.005525076822436183
0.784,128,0.6875,0.3407208845868669,0.0033017410567789435,0.3239833109252306,0.0058999576780515645
0.784,128,0.703125,0.3607561928557651,0.003338131147880446,0.3519189475108203,0.005808781891595033
0.784,128,0.71875,0.3825916104133517,0.003367683302538703,0.3819687919229783,0.0057455953988703795
0.784,128,0.734375,0.4064543771355188,0.0033887889879311273,0.41260283451932556,0.0058189141585006585
0.784,128,0.75,0.4325883327463522,0.0033995466314819013,0.4471655153094548,0.0056880077882229384
0.784,128,0.765625,0.46123480974889763,0.003397557683191389,0.4840941924880114,0.0053218202571370145
0.784,128,0.78125,0.4926226270808005,0.003379613279883504,0.5238381809126139,0.005254037418497446
0.784,128,0.796875,0.5269684963601344,0.0033414160408798883,0.5635946827764783,0.0052388366766646455
0.784,128,0.8125,0.5644637200027263,0.003277331025462643,0.6075748420683956,0.004869713658815984
0.784,128,0.828125,0.6052275931178269,0.0031801916323773226,0.6540939449195968,0.004390992943673857
0.784,128,0.84375,0.6492354413373259,0.003041475052708332,0.7019710943239725,0.004160527688731264
0.784,128,0.859375,0.6962146174510521,0.002852169903207561,0.7500618073262062,0.0036798678279345125
0.784,128,0.875,0.745491370710228,0.002604592004920332,0.7990423877891313,0.0029066573781880906
0.784,128,0.890625,0.7958282401940043,0.0022948888920659256,0.8463952027846713,0.0024745930171527313
0.784,128,0.90625,0.845345392464207,0.001926021114248627,0.8905308835664355,0.001945513120038301
0.784,128,0.921875,0.8915664831212498,0.0015116147570960457,0.9288490522558276,0.0012170176182872464
0.784,128,0.9375,0.9316556532143891,0.0010795658049006888,0.9587344986530181,0.0009381992234194737
0.784,128,0.953125,0.9630058621971314,0.0006714923412331819,0.9799828141919337,0.0004460974140576948
0.784,128,0.96875,0.984150787757535,0.00033550430579042757,0.9924857884509246,0.00017442182562541733
0.784,128,0.984375,0.9956143054241455,0.0001096498321090105,0.9982068700185959,4.753021521597247e-05
0.784,128,1.0,1.0,0.0,1.0,0.0
